index,Date,Time,Location,Operator,Type,Aboard,Fatalities,Ground,Summary,year,isMilitary,cleaned_summary,main_cause
4084,1992-03-22,21:35,"La Guardia Airport, New York, New York",USAir,Fokker F-28 Fellowship 4000,51.0,27.0,0.0,"The plane was de-iced two times while at the gate. Thirty-five minutes elapsed between the last de-icing and takeoff during which ice accumulated on the wings. After liftoff, the plane stalled, crashed and came to rest inverted and partially submerged in Flushing Bay. Failure of the airline industry and FAA to provide flight crews with procedures compatible with departure delays in conditions conducive to airframe icing and the decision by the flight crew to take off without positive assurance that the airplane's wings were free of ice accumulation after 35 minutes of exposure to precipitation following de-icing. The ice contamination on the wings resulted in an aerodynamistall and loss of control after liftoff.",1992,False,"['plane', 'de', 'iced', 'two', 'time', 'gate', 'thirty', 'five', 'minute', 'elapsed', 'last', 'de', 'icing', 'takeoff', 'ice', 'accumulated', 'wing', 'liftoff', 'plane', 'stalled', 'crashed', 'came', 'rest', 'inverted', 'partially', 'submerged', 'flushing', 'bay', 'failure', 'airline', 'industry', 'faa', 'provide', 'flight', 'crew', 'procedure', 'compatible', 'departure', 'delay', 'condition', 'conducive', 'airframe', 'icing', 'decision', 'flight', 'crew', 'take', 'without', 'positive', 'assurance', 'airplane', 'wing', 'free', 'ice', 'accumulation', 'minute', 'exposure', 'precipitation', 'following', 'de', 'icing', 'ice', 'contamination', 'wing', 'resulted', 'aerodynamistall', 'loss', 'control', 'liftoff']",Weather Conditions
4085,1992-03-22,,"Near Yakutia, Russia",Aeroflot,Antonov AN-30,10.0,10.0,0.0,"Autopilot engagement and disengagement resulted in oscillations of the aircraft which led to a loss of control and break-up in mid air. Pilot-induced lateral oscillations led to a stall, dive and break-up.",1992,False,"['autopilot', 'engagement', 'disengagement', 'resulted', 'oscillation', 'aircraft', 'led', 'loss', 'control', 'break', 'mid', 'air', 'pilot', 'induced', 'lateral', 'oscillation', 'led', 'stall', 'dive', 'break']",Pilot Error
4086,1992-03-24,07:02,"Athens, Greece",Golden Star Air Cargo,Boeing 707-321C,7.0,7.0,0.0,"The crew deviated from the ILS localizer during an approach to  Runway 33R and struck 2,000 foot Mount Hymittus. The pilot didn't comply with the procedures for an ILS approach and attempted a visual approach. The pilot confirmed 'established on the ILS localizer,' but he was not on the localizer course. The crew waited too long before performing a missed approach.",1992,False,"['crew', 'deviated', 'il', 'localizer', 'approach', 'runway', 'r', 'struck', 'foot', 'mount', 'hymittus', 'pilot', 'comply', 'procedure', 'il', 'approach', 'attempted', 'visual', 'approach', 'pilot', 'confirmed', 'established', 'il', 'localizer', 'localizer', 'course', 'crew', 'waited', 'long', 'performing', 'missed', 'approach']",Pilot Error
4087,1992-04-04,,"Near Baykovo, Russia",Kamchatavia,Let 410UVP,12.0,1.0,0.0,The aircraft crashed into high ground 5 km short of the runway in poor weather during a VFR approach.,1992,False,"['aircraft', 'crashed', 'high', 'ground', 'km', 'short', 'runway', 'poor', 'weather', 'vfr', 'approach']",Weather Conditions
4088,1992-04-07,,"Near Sarra, Libya",Air Bissau,Antonov AN-24RV,13.0,3.0,0.0,"Could not land due to a sandstorm, ran out of fuel and made a forced landing in the desert. Crash landed in the desert, 62 miles southeast of Sarra. Among the passengers was Yasser Arafat.",1992,False,"['could', 'land', 'due', 'sandstorm', 'ran', 'fuel', 'made', 'forced', 'landing', 'desert', 'crash', 'landed', 'desert', 'mile', 'southeast', 'sarra', 'among', 'passenger', 'yasser', 'arafat']",Weather Conditions
4089,1992-04-10,,"Off Orchid Island, Taiwan",Taiwan Airlines,Britten Norman BN-2A-26 Trislander,10.0,7.0,0.0,"Crashed into the sea after losing the No. 1 engine after reaching 1,500 feet after takeoff.",1992,False,"['crashed', 'sea', 'losing', 'engine', 'reaching', 'foot', 'takeoff']",Mechanical Failure
4090,1992-04-15,,"Near Goroka, Papua New Guinea",Talair,Embraer 110P1 Bandeirante,15.0,11.0,0.0,"Crashed into mountains at Daulo Pass, 10km from its destination while on approach in poor weather.",1992,False,"['crashed', 'mountain', 'daulo', 'pas', 'km', 'destination', 'approach', 'poor', 'weather']",Weather Conditions
4092,1992-04-17,00:56,"Hamburg, Pennsylvania",Air Taxi - Basco Flying Service Inc.,Piper PA-23-250,4.0,4.0,0.0,"The aircraft collided with rising terrain at 1,100 ft. after executing a go-around. Failure of the pilot to follow proper IFR procedures.",1992,False,"['aircraft', 'collided', 'rising', 'terrain', 'ft', 'executing', 'go', 'around', 'failure', 'pilot', 'follow', 'proper', 'ifr', 'procedure']",Pilot Error
4093,1992-04-22,11:09,"Perris Valley, California",Perris Valley Aviation,de Havilland Canada DHC-6 Twin Otter 200,22.0,16.0,0.0,"The plane, carrying parachutists, lost power and crashed 200 ft. past the runway. The pilot's inadvertent feathering of the wrong propeller following an engine power loss and the failure of the operator to assure that the pilot was provided with adequate training in the airplane. Water contamination of fuel in the airport storage tanks. Lack of fuel quality control procedures.  Improper fuel servicing and exceeding the gross weight forward center of gravity limits of the airplane.",1992,False,"['plane', 'carrying', 'parachutist', 'lost', 'power', 'crashed', 'ft', 'past', 'runway', 'pilot', 'inadvertent', 'feathering', 'wrong', 'propeller', 'following', 'engine', 'power', 'loss', 'failure', 'operator', 'assure', 'pilot', 'provided', 'adequate', 'training', 'airplane', 'water', 'contamination', 'fuel', 'airport', 'storage', 'tank', 'lack', 'fuel', 'quality', 'control', 'procedure', 'improper', 'fuel', 'servicing', 'exceeding', 'gross', 'weight', 'forward', 'center', 'gravity', 'limit', 'airplane']",Mechanical Failure
4094,1992-04-22,15:53,"Mt. Haleakala, Hawaii",SceniAir Tours,Beechcraft E18S,9.0,9.0,0.0,During a sight seeing tour the aircraft hit a mountain on the island of Maui. The captain's decision to continue VFR into IFR conditions that obscured mountainous terrain and failure to properly use available navigational aids  to remain clear of terrain.,1992,False,"['sight', 'seeing', 'tour', 'aircraft', 'hit', 'mountain', 'island', 'maui', 'captain', 'decision', 'continue', 'vfr', 'ifr', 'condition', 'obscured', 'mountainous', 'terrain', 'failure', 'properly', 'use', 'available', 'navigational', 'aid', 'remain', 'clear', 'terrain']",Collision/Geographical
4095,1992-04-26,,"Saveh, Iran",Saha Airline Services,Fokker F-27 Friendship 400M,39.0,39.0,0.0,The plane crashed in unstable weather while en route from Manshahr to Tehran.,1992,False,"['plane', 'crashed', 'unstable', 'weather', 'en', 'route', 'manshahr', 'tehran']",Weather Conditions
4097,1992-06-06,,"Tucuti, Panama",COPA (Panama),Boeing B-737-204,47.0,47.0,0.0,"Twenty minutes after leaving Panama, the aircraft changed course to miss an area of thunderstorms. It then went into uncontrolled high speed dive and broke up at FL 100. Non-synchronization of artificial horizons.  Malfunctioning attitude indicator. Both attitude indicators functioning off the same gyro. Crew neglected to perform a cross check. Pilot came out of a left bank and continued into a right bank that eventually rolled the aircraft and caused it to go into a steep dive from which recovery was not possible.",1992,False,"['twenty', 'minute', 'leaving', 'panama', 'aircraft', 'changed', 'course', 'miss', 'area', 'thunderstorm', 'went', 'uncontrolled', 'high', 'speed', 'dive', 'broke', 'fl', 'non', 'synchronization', 'artificial', 'horizon', 'malfunctioning', 'attitude', 'indicator', 'attitude', 'indicator', 'functioning', 'gyro', 'crew', 'neglected', 'perform', 'cross', 'check', 'pilot', 'came', 'left', 'bank', 'continued', 'right', 'bank', 'eventually', 'rolled', 'aircraft', 'caused', 'go', 'steep', 'dive', 'recovery', 'possible']",Pilot Error
4098,1992-06-07,14:34,"Mayaguez, Puerto Rico",American Eagle,CASA 212 Aviocar 200,5.0,5.0,0.0,"The aircraft lost control on final approach and crashed in a nose-down into the ground. Failure of the beta blocking device for undetermined reasons. The first officer's inadvertent activation of the power lever aft of the flight idle position and into the beta range, resulting in a loss of airplane control.",1992,False,"['aircraft', 'lost', 'control', 'final', 'approach', 'crashed', 'nose', 'ground', 'failure', 'beta', 'blocking', 'device', 'undetermined', 'reason', 'first', 'officer', 'inadvertent', 'activation', 'power', 'lever', 'aft', 'flight', 'idle', 'position', 'beta', 'range', 'resulting', 'loss', 'airplane', 'control']",Unkown
4099,1992-06-08,08:52,"Anniston, Alabama",GP Express Airlines,Beechcraft C99,6.0,3.0,0.0,The aircraft crashed during an attempted landing at Anniston Municipal Airport after intercepting the back course localizer signal for an ILS approach. Failure of the flight crew to use approved instrument flight procedures which resulted in a loss of situational awareness and terrain clearance. Failure of  management of GP Express to provide adequate training and operational support for the startup of the southern operation. Failure to provide approach charts for each pilot and to establish stabilized approach criteria.  Inadequate crew coordination and a role reversal on the part of the captain and first officer.,1992,False,"['aircraft', 'crashed', 'attempted', 'landing', 'anniston', 'municipal', 'airport', 'intercepting', 'back', 'course', 'localizer', 'signal', 'il', 'approach', 'failure', 'flight', 'crew', 'use', 'approved', 'instrument', 'flight', 'procedure', 'resulted', 'loss', 'situational', 'awareness', 'terrain', 'clearance', 'failure', 'management', 'gp', 'express', 'provide', 'adequate', 'training', 'operational', 'support', 'startup', 'southern', 'operation', 'failure', 'provide', 'approach', 'chart', 'pilot', 'establish', 'stabilized', 'approach', 'criterion', 'inadequate', 'crew', 'coordination', 'role', 'reversal', 'part', 'captain', 'first', 'officer']",Pilot Error
4100,1992-06-12,12:10,"Sheboygan Falls, Wisconson",Jet Charter Group,Learjet 25B,2.0,2.0,0.0,"Lifted off prematurely, rolled to the right and flipped over and crashed. The copilot's premature liftoff and the captain's inadequate remedial action resulting in loss of aircraft control at low altitude.",1992,False,"['lifted', 'prematurely', 'rolled', 'right', 'flipped', 'crashed', 'copilot', 'premature', 'liftoff', 'captain', 'inadequate', 'remedial', 'action', 'resulting', 'loss', 'aircraft', 'control', 'low', 'altitude']",Pilot Error
4101,1992-06-19,18:53,"Canbera, ACT, Australia",Air taxi,Beech Baron 95-B55,6.0,6.0,0.0,"While cruising at 8,000 feet, the aircraft entered a rapid descent, during which it reversed direction in a left turn. The descent was briefly arrested at a low altitude; however, the aircraft again turned left and descended rapidly. There are indications that the center of gravity moved further aft during the flight, until reaching a point at which the pilot was unable to prevent significant diversions in both climb and descent from the reference altitude, culminating in the rapid descent.",1992,False,"['cruising', 'foot', 'aircraft', 'entered', 'rapid', 'descent', 'reversed', 'direction', 'left', 'turn', 'descent', 'briefly', 'arrested', 'low', 'altitude', 'however', 'aircraft', 'turned', 'left', 'descended', 'rapidly', 'indication', 'center', 'gravity', 'moved', 'aft', 'flight', 'reaching', 'point', 'pilot', 'unable', 'prevent', 'significant', 'diversion', 'climb', 'descent', 'reference', 'altitude', 'culminating', 'rapid', 'descent']",Pilot Error
4102,1992-06-19,14:05,"Meadview, Arizona",Adventure Airlines,Cessna 402C,10.0,10.0,0.0,Crashed after engine failure on takeoff. Pilot error. Failure of the pilot to follow emergency procedures after an engine failure during takeoff.,1992,False,"['crashed', 'engine', 'failure', 'takeoff', 'pilot', 'error', 'failure', 'pilot', 'follow', 'emergency', 'procedure', 'engine', 'failure', 'takeoff']",Pilot Error
4104,1992-06-22,12:45,"Norlisk, Russia",Krasnoyarskavia,Antonov AN-12,12.0,10.0,0.0,"A missed approach was followed by the left wing and landing gear hitting the runway which led to a stall and crash, right of the runway.",1992,False,"['missed', 'approach', 'followed', 'left', 'wing', 'landing', 'gear', 'hitting', 'runway', 'led', 'stall', 'crash', 'right', 'runway']",Unkown
4103,1992-06-22,06:05,"Cruzeiro do Sul, Brazil",VASP,Boeing 737-2A1C,3.0,3.0,0.0,The cargo plane crashed while on approach after the crew was distracted by a intermittent compartment warning.,1992,False,"['cargo', 'plane', 'crashed', 'approach', 'crew', 'distracted', 'intermittent', 'compartment', 'warning']",Unkown
4105,1992-06-28,11:08,"St. Thomas, Virgin Islands",Caribbean Air Carrier - Air Taxi,Piper PA-23-250,4.0,4.0,0.0,"Shortly after takeoff, the pilot contacted the tower & advised of an engine fire. The flight was cleared to return but the aircraft crashed in the water approximately 5 miles west of the airport. In-flight fire for undetermined reasons.",1992,False,"['shortly', 'takeoff', 'pilot', 'contacted', 'tower', 'advised', 'engine', 'fire', 'flight', 'cleared', 'return', 'aircraft', 'crashed', 'water', 'approximately', 'mile', 'west', 'airport', 'flight', 'fire', 'undetermined', 'reason']",Pilot Error
4107,1992-07-13,12:30,"Bethel, Alaska",ArctiCircle Air Service,Shorts SC-7 Skyvan 3A-200,1.0,1.0,0.0,"Cargo shifted as the cargo plane took off causing a high nose attitude which led to loss of contol. Inadequate security of the cargo which shifted rearward during the takeoff roll. Factors which contributed to the accident were: the over gross weight condition, and the improper alteration of the tie down rings by the overhauling maintenance facility.",1992,False,"['cargo', 'shifted', 'cargo', 'plane', 'took', 'causing', 'high', 'nose', 'attitude', 'led', 'loss', 'contol', 'inadequate', 'security', 'cargo', 'shifted', 'rearward', 'takeoff', 'roll', 'factor', 'contributed', 'accident', 'gross', 'weight', 'condition', 'improper', 'alteration', 'tie', 'ring', 'overhauling', 'maintenance', 'facility']",Weather Conditions
4110,1992-07-20,,"Tbilisi, Georgia",Georgian Air,Tupolev TU-154B,24.0,24.0,4.0,Overran the runway while trying to take off and crashed into buildings. Overloaded. Center of gravity too far forward.,1992,False,"['overran', 'runway', 'trying', 'take', 'crashed', 'building', 'overloaded', 'center', 'gravity', 'far', 'forward']",Unkown
4111,1992-07-24,16:30,"Mt. Lalaboy,  Indonesia",Mandala Airlines,Vickers Viscount 816,70.0,70.0,0.0,"Crashed into Mt. Lataboy at 2,800 ft. during an approach to Ambon in a severe rainstorm.",1992,False,"['crashed', 'mt', 'lataboy', 'ft', 'approach', 'ambon', 'severe', 'rainstorm']",Weather Conditions
4112,1992-07-24,,"Near Skopje, Macedonia",Volga-Dnepr Airlines,Antonov 12BK,8.0,8.0,0.0,"On approach, the cargo plane went off course while trying to circumnavigate a thunderstorm and impacted a mountain.",1992,False,"['approach', 'cargo', 'plane', 'went', 'course', 'trying', 'circumnavigate', 'thunderstorm', 'impacted', 'mountain']",Collision/Geographical
4113,1992-07-27,16:15,"Near Mexico City, Mexico",Aero Eslava,Vickers 798D Viscount,4.0,4.0,0.0,Flew into a mountain in poor weather on a positioning flight.,1992,False,"['flew', 'mountain', 'poor', 'weather', 'positioning', 'flight']",Weather Conditions
